window,contract_number,seed,build_id,build_label,boss_variant_id,archetype_ids,mechanic_ids,hp,duration_ms,target_dps,required_dps,total_damage,dps,is_win,damage_gap,required_dps_gap,blocked_damage,absorbed_damage,crit_negated_damage,dodges,cleanses,interrupts,stuns_ms
fixed_30s,7,151038,shadow,Shadow,void_regent,nullify;warded,absorb;poison_resistance;suppress,11322,30000,134.6698,372.6316,834.0,27.8,false,-10488.0,-344.8316,0.0,139.23,0.0,0,0,0,0
generated_duration,7,151038,thief,Thief,void_regent,nullify;warded,absorb;poison_resistance;suppress,11322,57000,134.6698,372.6316,2331.0,40.8947,false,-8991.0,-331.7368,0.0,0.0,0.0,0,0,0,0
fixed_30s,7,151038,thief,Thief,void_regent,nullify;warded,absorb;poison_resistance;suppress,11322,30000,134.6698,372.6316,1247.0,41.5667,false,-10075.0,-331.0649,0.0,0.0,0.0,0,0,0,0
generated_duration,7,151039,blade_dancer,Blade Dancer,chrono_tyrant,devious;arcane,stun_duration_ms;slow;interrupt_skip_count;cleanse_threshold,6417,36000,137.6796,336.6389,761.0,21.1389,false,-5656.0,-315.5,0.0,0.0,0.0,0,8,0,0
fixed_30s,7,151039,blade_dancer,Blade Dancer,chrono_tyrant,devious;arcane,stun_duration_ms;slow;interrupt_skip_count;cleanse_threshold,6417,30000,137.6796,336.6389,549.0,18.3,false,-5868.0,-318.3389,0.0,0.0,0.0,0,6,0,0
generated_duration,7,151039,assassin,Assassin,chrono_tyrant,devious;arcane,stun_duration_ms;slow;interrupt_skip_count;cleanse_threshold,6417,36000,137.6796,336.6389,948.0,26.3333,false,-5469.0,-310.3056,0.0,0.0,0.0,0,2,6,0
fixed_30s,7,151039,assassin,Assassin,chrono_tyrant,devious;arcane,stun_duration_ms;slow;interrupt_skip_count;cleanse_threshold,6417,30000,137.6796,336.6389,791.0,26.3667,false,-5626.0,-310.2722,0.0,0.0,0.0,0,2,4,0
generated_duration,7,151039,shadow,Shadow,chrono_tyrant,devious;arcane,stun_duration_ms;slow;interrupt_skip_count;cleanse_threshold,6417,36000,137.6796,336.6389,982.0,27.2778,false,-5435.0,-309.3611,0.0,0.0,0.0,0,4,0,0
fixed_30s,7,151039,shadow,Shadow,chrono_tyrant,devious;arcane,stun_duration_ms;slow;interrupt_skip_count;cleanse_threshold,6417,30000,137.6796,336.6389,908.0,30.2667,false,-5509.0,-306.3722,0.0,0.0,0.0,0,4,0,0
generated_duration,7,151039,thief,Thief,chrono_tyrant,devious;arcane,stun_duration_ms;slow;interrupt_skip_count;cleanse_threshold,6417,36000,137.6796,336.6389,407.0,11.3056,false,-6010.0,-325.3333,0.0,0.0,0.0,0,2,12,0
fixed_30s,7,151039,thief,Thief,chrono_tyrant,devious;arcane,stun_duration_ms;slow;interrupt_skip_count;cleanse_threshold,6417,30000,137.6796,336.6389,417.0,13.9,false,-6000.0,-322.7389,0.0,0.0,0.0,0,2,10,0
generated_duration,7,151040,blade_dancer,Blade Dancer,apex_bulwark,aegis;fortified,block;armor;crit_negation,5208,37000,149.3091,416.9189,729.0,19.7027,false,-4479.0,-397.2162,423.0,0.0,141.8098,0,0,0,0
fixed_30s,7,151040,blade_dancer,Blade Dancer,apex_bulwark,aegis;fortified,block;armor;crit_negation,5208,30000,149.3091,416.9189,578.0,19.2667,false,-4630.0,-397.6523,351.0,0.0,145.7712,0,0,0,0
generated_duration,7,151040,assassin,Assassin,apex_bulwark,aegis;fortified,block;armor;crit_negation,5208,37000,149.3091,416.9189,1515.0,40.9459,false,-3693.0,-375.973,158.17,0.0,76.875,0,0,0,0
fixed_30s,7,151040,assassin,Assassin,apex_bulwark,aegis;fortified,block;armor;crit_negation,5208,30000,149.3091,416.9189,1220.0,40.6667,false,-3988.0,-376.2523,120.285,0.0,53.1864,0,0,0,0
generated_duration,7,151040,shadow,Shadow,apex_bulwark,aegis;fortified,block;armor;crit_negation,5208,37000,149.3091,416.9189,762.0,20.5946,false,-4446.0,-396.3243,243.0,0.0,82.1862,0,0,0,0
fixed_30s,7,151040,shadow,Shadow,apex_bulwark,aegis;fortified,block;armor;crit_negation,5208,30000,149.3091,416.9189,585.0,19.5,false,-4623.0,-397.4189,198.0,0.0,120.2164,0,0,0,0
generated_duration,7,151040,thief,Thief,apex_bulwark,aegis;fortified,block;armor;crit_negation,5208,37000,149.3091,416.9189,444.0,12.0,false,-4764.0,-404.9189,279.0,0.0,194.1574,0,0,0,0
fixed_30s,7,151040,thief,Thief,apex_bulwark,aegis;fortified,block;armor;crit_negation,5208,30000,149.3091,416.9189,367.0,12.2333,false,-4841.0,-404.6856,225.0,0.0,53.9442,0,0,0,0
generated_duration,7,151041,blade_dancer,Blade Dancer,void_regent,nullify;warded,absorb;poison_resistance;suppress,10208,56000,126.9405,351.2679,2136.0,38.1429,false,-8072.0,-313.125,0.0,0.0,0.0,0,0,0,0
fixed_30s,7,151041,blade_dancer,Blade Dancer,void_regent,nullify;warded,absorb;poison_resistance;suppress,10208,30000,126.9405,351.2679,1284.0,42.8,false,-8924.0,-308.4679,0.0,0.0,0.0,0,0,0,0
generated_duration,7,151041,assassin,Assassin,void_regent,nullify;warded,absorb;poison_resistance;suppress,10208,56000,126.9405,351.2679,1310.0,23.3929,false,-8898.0,-327.875,0.0,440.0,0.0,0,0,0,0
fixed_30s,7,151041,assassin,Assassin,void_regent,nullify;warded,absorb;poison_resistance;suppress,10208,30000,126.9405,351.2679,614.0,20.4667,false,-9594.0,-330.8012,0.0,231.0,0.0,0,0,0,0
generated_duration,7,151041,shadow,Shadow,void_regent,nullify;warded,absorb;poison_resistance;suppress,10208,56000,126.9405,351.2679,1767.0,31.5536,false,-8441.0,-319.7143,0.0,275.6,0.0,0,0,0,0
fixed_30s,7,151041,shadow,Shadow,void_regent,nullify;warded,absorb;poison_resistance;suppress,10208,30000,126.9405,351.2679,1037.0,34.5667,false,-9171.0,-316.7012,0.0,144.69,0.0,0,0,0,0
generated_duration,7,151041,thief,Thief,void_regent,nullify;warded,absorb;poison_resistance;suppress,10208,56000,126.9405,351.2679,2378.0,42.4643,false,-7830.0,-308.8036,0.0,0.0,0.0,0,0,0,0
fixed_30s,7,151041,thief,Thief,void_regent,nullify;warded,absorb;poison_resistance;suppress,10208,30000,126.9405,351.2679,1220.0,40.6667,false,-8988.0,-310.6012,0.0,0.0,0.0,0,0,0,0
generated_duration,7,151042,blade_dancer,Blade Dancer,chrono_tyrant,devious;arcane,cleanse_threshold;stun_duration_ms;interrupt_skip_count;slow,7624,46000,117.5652,287.4783,920.0,20.0,false,-6704.0,-267.4783,0.0,0.0,0.0,0,10,0,0
fixed_30s,7,151042,blade_dancer,Blade Dancer,chrono_tyrant,devious;arcane,cleanse_threshold;stun_duration_ms;interrupt_skip_count;slow,7624,30000,117.5652,287.4783,703.0,23.4333,false,-6921.0,-264.0449,0.0,0.0,0.0,0,6,0,0
generated_duration,7,151042,assassin,Assassin,chrono_tyrant,devious;arcane,cleanse_threshold;stun_duration_ms;interrupt_skip_count;slow,7624,46000,117.5652,287.4783,1301.0,28.2826,false,-6323.0,-259.1957,0.0,0.0,0.0,0,3,6,0
fixed_30s,7,151042,assassin,Assassin,chrono_tyrant,devious;arcane,cleanse_threshold;stun_duration_ms;interrupt_skip_count;slow,7624,30000,117.5652,287.4783,729.0,24.3,false,-6895.0,-263.1783,0.0,0.0,0.0,0,2,4,0
generated_duration,7,151042,shadow,Shadow,chrono_tyrant,devious;arcane,cleanse_threshold;stun_duration_ms;interrupt_skip_count;slow,7624,46000,117.5652,287.4783,1320.0,28.6957,false,-6304.0,-258.7826,0.0,0.0,0.0,0,6,0,0
fixed_30s,7,151042,shadow,Shadow,chrono_tyrant,devious;arcane,cleanse_threshold;stun_duration_ms;interrupt_skip_count;slow,7624,30000,117.5652,287.4783,835.0,27.8333,false,-6789.0,-259.6449,0.0,0.0,0.0,0,3,0,0
generated_duration,7,151042,thief,Thief,chrono_tyrant,devious;arcane,cleanse_threshold;stun_duration_ms;interrupt_skip_count;slow,7624,46000,117.5652,287.4783,583.0,12.6739,false,-7041.0,-274.8043,0.0,0.0,0.0,0,3,15,0
fixed_30s,7,151042,thief,Thief,chrono_tyrant,devious;arcane,cleanse_threshold;stun_duration_ms;interrupt_skip_count;slow,7624,30000,117.5652,287.4783,373.0,12.4333,false,-7251.0,-275.0449,0.0,0.0,0.0,0,2,10,0
generated_duration,7,151043,blade_dancer,Blade Dancer,chrono_tyrant,devious;arcane,interrupt_skip_count;stun_duration_ms;cleanse_threshold;slow,5284,31000,130.5706,319.2581,595.0,19.1935,false,-4689.0,-300.0645,0.0,0.0,0.0,0,6,0,0
fixed_30s,7,151043,blade_dancer,Blade Dancer,chrono_tyrant,devious;arcane,interrupt_skip_count;stun_duration_ms;cleanse_threshold;slow,5284,30000,130.5706,319.2581,593.0,19.7667,false,-4691.0,-299.4914,0.0,0.0,0.0,0,6,0,0
generated_duration,7,151043,assassin,Assassin,chrono_tyrant,devious;arcane,interrupt_skip_count;stun_duration_ms;cleanse_threshold;slow,5284,31000,130.5706,319.2581,759.0,24.4839,false,-4525.0,-294.7742,0.0,0.0,0.0,0,2,4,0
fixed_30s,7,151043,assassin,Assassin,chrono_tyrant,devious;arcane,interrupt_skip_count;stun_duration_ms;cleanse_threshold;slow,5284,30000,130.5706,319.2581,688.0,22.9333,false,-4596.0,-296.3247,0.0,0.0,0.0,0,2,4,0
generated_duration,7,151043,shadow,Shadow,chrono_tyrant,devious;arcane,interrupt_skip_count;stun_duration_ms;cleanse_threshold;slow,5284,31000,130.5706,319.2581,921.0,29.7097,false,-4363.0,-289.5484,0.0,0.0,0.0,0,4,0,0
fixed_30s,7,151043,shadow,Shadow,chrono_tyrant,devious;arcane,interrupt_skip_count;stun_duration_ms;cleanse_threshold;slow,5284,30000,130.5706,319.2581,831.0,27.7,false,-4453.0,-291.5581,0.0,0.0,0.0,0,3,0,0
generated_duration,7,151043,thief,Thief,chrono_tyrant,devious;arcane,interrupt_skip_count;stun_duration_ms;cleanse_threshold;slow,5284,31000,130.5706,319.2581,334.0,10.7742,false,-4950.0,-308.4839,0.0,0.0,0.0,0,2,10,0
fixed_30s,7,151043,thief,Thief,chrono_tyrant,devious;arcane,interrupt_skip_count;stun_duration_ms;cleanse_threshold;slow,5284,30000,130.5706,319.2581,416.0,13.8667,false,-4868.0,-305.3914,0.0,0.0,0.0,0,2,10,0
generated_duration,7,151044,blade_dancer,Blade Dancer,apex_bulwark,aegis;fortified,block;armor;crit_negation,4651,35000,138.8512,387.7714,766.0,21.8857,false,-3885.0,-365.8857,360.0,0.0,158.4825,0,0,0,0
fixed_30s,7,151044,blade_dancer,Blade Dancer,apex_bulwark,aegis;fortified,block;armor;crit_negation,4651,30000,138.8512,387.7714,687.0,22.9,false,-3964.0,-364.8714,320.0,0.0,233.8261,0,0,0,0
generated_duration,7,151044,assassin,Assassin,apex_bulwark,aegis;fortified,block;armor;crit_negation,4651,35000,138.8512,387.7714,1439.0,41.1143,false,-3212.0,-346.6571,134.43,0.0,44.3773,0,0,0,0
fixed_30s,7,151044,assassin,Assassin,apex_bulwark,aegis;fortified,block;armor;crit_negation,4651,30000,138.8512,387.7714,1225.0,40.8333,false,-3426.0,-346.9381,108.48,0.0,23.1409,0,0,0,0
generated_duration,7,151044,shadow,Shadow,apex_bulwark,aegis;fortified,block;armor;crit_negation,4651,35000,138.8512,387.7714,777.0,22.2,false,-3874.0,-365.5714,208.0,0.0,178.8887,0,0,0,0
fixed_30s,7,151044,shadow,Shadow,apex_bulwark,aegis;fortified,block;armor;crit_negation,4651,30000,138.8512,387.7714,607.0,20.2333,false,-4044.0,-367.5381,176.0,0.0,62.6573,0,0,0,0
generated_duration,7,151044,thief,Thief,apex_bulwark,aegis;fortified,block;armor;crit_negation,4651,35000,138.8512,387.7714,476.0,13.6,false,-4175.0,-374.1714,240.0,0.0,52.3184,0,0,0,0
fixed_30s,7,151044,thief,Thief,apex_bulwark,aegis;fortified,block;armor;crit_negation,4651,30000,138.8512,387.7714,389.0,12.9667,false,-4262.0,-374.8048,200.0,0.0,52.3184,0,0,0,0
generated_duration,7,151045,blade_dancer,Blade Dancer,chrono_tyrant,devious;arcane,interrupt_skip_count;cleanse_threshold;slow;stun_duration_ms,5251,37000,117.1256,286.4054,548.0,14.8108,false,-4703.0,-271.5946,0.0,0.0,0.0,0,6,0,0
fixed_30s,7,151045,blade_dancer,Blade Dancer,chrono_tyrant,devious;arcane,interrupt_skip_count;cleanse_threshold;slow;stun_duration_ms,5251,30000,117.1256,286.4054,584.0,19.4667,false,-4667.0,-266.9387,0.0,0.0,0.0,0,5,0,0
generated_duration,7,151045,assassin,Assassin,chrono_tyrant,devious;arcane,interrupt_skip_count;cleanse_threshold;slow;stun_duration_ms,5251,37000,117.1256,286.4054,781.0,21.1081,false,-4470.0,-265.2973,0.0,0.0,0.0,0,2,6,0
fixed_30s,7,151045,assassin,Assassin,chrono_tyrant,devious;arcane,interrupt_skip_count;cleanse_threshold;slow;stun_duration_ms,5251,30000,117.1256,286.4054,813.0,27.1,false,-4438.0,-259.3054,0.0,0.0,0.0,0,1,4,0
generated_duration,7,151045,shadow,Shadow,chrono_tyrant,devious;arcane,interrupt_skip_count;cleanse_threshold;slow;stun_duration_ms,5251,37000,117.1256,286.4054,953.0,25.7568,false,-4298.0,-260.6486,0.0,0.0,0.0,0,4,0,0
fixed_30s,7,151045,shadow,Shadow,chrono_tyrant,devious;arcane,interrupt_skip_count;cleanse_threshold;slow;stun_duration_ms,5251,30000,117.1256,286.4054,691.0,23.0333,false,-4560.0,-263.3721,0.0,0.0,0.0,0,3,0,0
generated_duration,7,151045,thief,Thief,chrono_tyrant,devious;arcane,interrupt_skip_count;cleanse_threshold;slow;stun_duration_ms,5251,37000,117.1256,286.4054,363.0,9.8108,false,-4888.0,-276.5946,0.0,0.0,0.0,0,2,12,0
fixed_30s,7,151045,thief,Thief,chrono_tyrant,devious;arcane,interrupt_skip_count;cleanse_threshold;slow;stun_duration_ms,5251,30000,117.1256,286.4054,241.0,8.0333,false,-5010.0,-278.3721,0.0,0.0,0.0,0,1,10,0
generated_duration,7,151046,blade_dancer,Blade Dancer,void_regent,nullify;warded,absorb;poison_resistance;suppress,6320,34000,131.0058,362.4706,1394.0,41.0,false,-4926.0,-321.4706,0.0,0.0,0.0,0,0,0,0
fixed_30s,7,151046,blade_dancer,Blade Dancer,void_regent,nullify;warded,absorb;poison_resistance;suppress,6320,30000,131.0058,362.4706,1080.0,36.0,false,-5240.0,-326.4706,0.0,0.0,0.0,0,0,0,0
generated_duration,7,151046,assassin,Assassin,void_regent,nullify;warded,absorb;poison_resistance;suppress,6320,34000,131.0058,362.4706,833.0,24.5,false,-5487.0,-337.9706,0.0,253.0,0.0,0,0,0,0
fixed_30s,7,151046,assassin,Assassin,void_regent,nullify;warded,absorb;poison_resistance;suppress,6320,30000,131.0058,362.4706,685.0,22.8333,false,-5635.0,-339.6373,0.0,220.0,0.0,0,0,0,0
generated_duration,7,151046,shadow,Shadow,void_regent,nullify;warded,absorb;poison_resistance;suppress,6320,34000,131.0058,362.4706,993.0,29.2059,false,-5327.0,-333.2647,0.0,170.43,0.0,0,0,0,0
fixed_30s,7,151046,shadow,Shadow,void_regent,nullify;warded,absorb;poison_resistance;suppress,6320,30000,131.0058,362.4706,927.0,30.9,false,-5393.0,-331.5706,0.0,148.2,0.0,0,0,0,0
generated_duration,7,151046,thief,Thief,void_regent,nullify;warded,absorb;poison_resistance;suppress,6320,34000,131.0058,362.4706,1463.0,43.0294,false,-4857.0,-319.4412,0.0,0.0,0.0,0,0,0,0
fixed_30s,7,151046,thief,Thief,void_regent,nullify;warded,absorb;poison_resistance;suppress,6320,30000,131.0058,362.4706,1146.0,38.2,false,-5174.0,-324.2706,0.0,0.0,0.0,0,0,0,0
generated_duration,7,151047,blade_dancer,Blade Dancer,void_regent,nullify;warded,absorb;poison_resistance;suppress,10955,55000,132.5861,366.8909,2133.0,38.7818,false,-8822.0,-328.1091,0.0,0.0,0.0,0,0,0,0
fixed_30s,7,151047,blade_dancer,Blade Dancer,void_regent,nullify;warded,absorb;poison_resistance;suppress,10955,30000,132.5861,366.8909,1172.0,39.0667,false,-9783.0,-327.8242,0.0,0.0,0.0,0,0,0,0
generated_duration,7,151047,assassin,Assassin,void_regent,nullify;warded,absorb;poison_resistance;suppress,10955,55000,132.5861,366.8909,1296.0,23.5636,false,-9659.0,-343.3273,0.0,328.0,0.0,0,0,0,0
fixed_30s,7,151047,assassin,Assassin,void_regent,nullify;warded,absorb;poison_resistance;suppress,10955,30000,132.5861,366.8909,864.0,28.8,false,-10091.0,-338.0909,0.0,176.0,0.0,0,0,0,0
generated_duration,7,151047,shadow,Shadow,void_regent,nullify;warded,absorb;poison_resistance;suppress,10955,55000,132.5861,366.8909,1668.0,30.3273,false,-9287.0,-336.5636,0.0,280.8,0.0,0,0,0,0
fixed_30s,7,151047,shadow,Shadow,void_regent,nullify;warded,absorb;poison_resistance;suppress,10955,30000,132.5861,366.8909,972.0,32.4,false,-9983.0,-334.4909,0.0,147.42,0.0,0,0,0,0
generated_duration,7,151047,thief,Thief,void_regent,nullify;warded,absorb;poison_resistance;suppress,10955,55000,132.5861,366.8909,2327.0,42.3091,false,-8628.0,-324.5818,0.0,0.0,0.0,0,0,0,0
fixed_30s,7,151047,thief,Thief,void_regent,nullify;warded,absorb;poison_resistance;suppress,10955,30000,132.5861,366.8909,1151.0,38.3667,false,-9804.0,-328.5242,0.0,0.0,0.0,0,0,0,0
generated_duration,7,151048,blade_dancer,Blade Dancer,void_regent,nullify;warded,absorb;poison_resistance;suppress,11805,56000,143.2976,396.5179,2271.0,40.5536,false,-9534.0,-355.9643,0.0,0.0,0.0,0,0,0,0
fixed_30s,7,151048,blade_dancer,Blade Dancer,void_regent,nullify;warded,absorb;poison_resistance;suppress,11805,30000,143.2976,396.5179,1185.0,39.5,false,-10620.0,-357.0179,0.0,0.0,0.0,0,0,0,0
generated_duration,7,151048,assassin,Assassin,void_regent,nullify;warded,absorb;poison_resistance;suppress,11805,56000,143.2976,396.5179,1313.0,23.4464,false,-10492.0,-373.0714,0.0,492.0,0.0,0,0,0,0
fixed_30s,7,151048,assassin,Assassin,void_regent,nullify;warded,absorb;poison_resistance;suppress,11805,30000,143.2976,396.5179,684.0,22.8,false,-11121.0,-373.7179,0.0,264.0,0.0,0,0,0,0
generated_duration,7,151048,shadow,Shadow,void_regent,nullify;warded,absorb;poison_resistance;suppress,11805,56000,143.2976,396.5179,1932.0,34.5,false,-9873.0,-362.0179,0.0,309.14,0.0,0,0,0,0
fixed_30s,7,151048,shadow,Shadow,void_regent,nullify;warded,absorb;poison_resistance;suppress,11805,30000,143.2976,396.5179,856.0,28.5333,false,-10949.0,-367.9845,0.0,165.88,0.0,0,0,0,0
generated_duration,7,151048,thief,Thief,void_regent,nullify;warded,absorb;poison_resistance;suppress,11805,56000,143.2976,396.5179,2281.0,40.7321,false,-9524.0,-355.7857,0.0,0.0,0.0,0,0,0,0
fixed_30s,7,151048,thief,Thief,void_regent,nullify;warded,absorb;poison_resistance;suppress,11805,30000,143.2976,396.5179,1143.0,38.1,false,-10662.0,-358.4179,0.0,0.0,0.0,0,0,0,0
generated_duration,7,151049,blade_dancer,Blade Dancer,apex_bulwark,aegis;fortified,block;armor;crit_negation,6961,60000,130.0255,363.1333,1054.0,17.5667,false,-5907.0,-345.5667,931.5212,0.0,207.724,0,0,0,0
fixed_30s,7,151049,blade_dancer,Blade Dancer,apex_bulwark,aegis;fortified,block;armor;crit_negation,6961,30000,130.0255,363.1333,357.0,11.9,false,-6604.0,-351.2333,412.3992,0.0,194.865,0,0,0,0
generated_duration,7,151049,assassin,Assassin,apex_bulwark,aegis;fortified,block;armor;crit_negation,6961,60000,130.0255,363.1333,2348.0,39.1333,false,-4613.0,-324.0,328.8657,0.0,168.5136,0,0,0,0
fixed_30s,7,151049,assassin,Assassin,apex_bulwark,aegis;fortified,block;armor;crit_negation,6961,30000,130.0255,363.1333,1170.0,39.0,false,-5791.0,-324.1333,151.222,0.0,91.5182,0,0,0,0
generated_duration,7,151049,shadow,Shadow,apex_bulwark,aegis;fortified,block;armor;crit_negation,6961,60000,130.0255,363.1333,1077.0,17.95,false,-5884.0,-345.1833,509.4609,0.0,294.3565,0,0,0,0
fixed_30s,7,151049,shadow,Shadow,apex_bulwark,aegis;fortified,block;armor;crit_negation,6961,30000,130.0255,363.1333,495.0,16.5,false,-6466.0,-346.6333,252.3916,0.0,133.5662,0,0,0,0
generated_duration,7,151049,thief,Thief,apex_bulwark,aegis;fortified,block;armor;crit_negation,6961,60000,130.0255,363.1333,481.0,8.0167,false,-6480.0,-355.1167,607.7173,0.0,346.3468,0,0,0,0
fixed_30s,7,151049,thief,Thief,apex_bulwark,aegis;fortified,block;armor;crit_negation,6961,30000,130.0255,363.1333,246.0,8.2,false,-6715.0,-354.9333,299.1962,0.0,146.054,0,0,0,0
generated_duration,7,151050,blade_dancer,Blade Dancer,apex_bulwark,aegis;fortified,block;armor;crit_negation,4167,35000,126.1026,352.1714,743.0,21.2286,false,-3424.0,-330.9429,301.0,0.0,140.0134,0,0,0,0
fixed_30s,7,151050,blade_dancer,Blade Dancer,apex_bulwark,aegis;fortified,block;armor;crit_negation,4167,30000,126.1026,352.1714,667.0,22.2333,false,-3500.0,-329.9381,273.0,0.0,198.873,0,0,0,0
generated_duration,7,151050,assassin,Assassin,apex_bulwark,aegis;fortified,block;armor;crit_negation,4167,35000,126.1026,352.1714,1457.0,41.6286,false,-2710.0,-310.5429,119.495,0.0,88.7795,0,0,0,0
fixed_30s,7,151050,assassin,Assassin,apex_bulwark,aegis;fortified,block;armor;crit_negation,4167,30000,126.1026,352.1714,1240.0,41.3333,false,-2927.0,-310.8381,95.765,0.0,62.0909,0,0,0,0
generated_duration,7,151050,shadow,Shadow,apex_bulwark,aegis;fortified,block;armor;crit_negation,4167,35000,126.1026,352.1714,752.0,21.4857,false,-3415.0,-330.6857,182.0,0.0,202.582,0,0,0,0
fixed_30s,7,151050,shadow,Shadow,apex_bulwark,aegis;fortified,block;armor;crit_negation,4167,30000,126.1026,352.1714,642.0,21.4,false,-3525.0,-330.7714,154.0,0.0,142.7061,0,0,0,0
generated_duration,7,151050,thief,Thief,apex_bulwark,aegis;fortified,block;armor;crit_negation,4167,35000,126.1026,352.1714,480.0,13.7143,false,-3687.0,-338.4571,210.0,0.0,115.5142,0,0,0,0
fixed_30s,7,151050,thief,Thief,apex_bulwark,aegis;fortified,block;armor;crit_negation,4167,30000,126.1026,352.1714,412.0,13.7333,false,-3755.0,-338.4381,175.0,0.0,55.57,0,0,0,0
generated_duration,7,151051,blade_dancer,Blade Dancer,void_regent,nullify;warded,absorb;poison_resistance;suppress,10393,58000,126.1485,349.069,2109.0,36.3621,false,-8284.0,-312.7069,0.0,0.0,0.0,0,0,0,0
fixed_30s,7,151051,blade_dancer,Blade Dancer,void_regent,nullify;warded,absorb;poison_resistance;suppress,10393,30000,126.1485,349.069,1117.0,37.2333,false,-9276.0,-311.8356,0.0,0.0,0.0,0,0,0,0
generated_duration,7,151051,assassin,Assassin,void_regent,nullify;warded,absorb;poison_resistance;suppress,10393,58000,126.1485,349.069,1365.0,23.5345,false,-9028.0,-325.5345,0.0,320.0,0.0,0,0,0,0
fixed_30s,7,151051,assassin,Assassin,void_regent,nullify;warded,absorb;poison_resistance;suppress,10393,30000,126.1485,349.069,660.0,22.0,false,-9733.0,-327.069,0.0,168.0,0.0,0,0,0,0
generated_duration,7,151051,shadow,Shadow,void_regent,nullify;warded,absorb;poison_resistance;suppress,10393,58000,126.1485,349.069,2191.0,37.7759,false,-8202.0,-311.2931,0.0,254.8,0.0,0,0,0,0
fixed_30s,7,151051,shadow,Shadow,void_regent,nullify;warded,absorb;poison_resistance;suppress,10393,30000,126.1485,349.069,945.0,31.5,false,-9448.0,-317.569,0.0,133.77,0.0,0,0,0,0
generated_duration,7,151051,thief,Thief,void_regent,nullify;warded,absorb;poison_resistance;suppress,10393,58000,126.1485,349.069,2144.0,36.9655,false,-8249.0,-312.1034,0.0,0.0,0.0,0,0,0,0
fixed_30s,7,151051,thief,Thief,void_regent,nullify;warded,absorb;poison_resistance;suppress,10393,30000,126.1485,349.069,1147.0,38.2333,false,-9246.0,-310.8356,0.0,0.0,0.0,0,0,0,0
generated_duration,7,151052,blade_dancer,Blade Dancer,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,6486,36000,146.1051,351.6944,802.0,22.2778,false,-5684.0,-329.4167,0.0,0.0,0.0,0,9,0,0
fixed_30s,7,151052,blade_dancer,Blade Dancer,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,6486,30000,146.1051,351.6944,698.0,23.2667,false,-5788.0,-328.4278,0.0,0.0,0.0,0,7,0,0
generated_duration,7,151052,assassin,Assassin,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,6486,36000,146.1051,351.6944,963.0,26.75,false,-5523.0,-324.9444,0.0,0.0,0.0,0,4,0,0
fixed_30s,7,151052,assassin,Assassin,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,6486,30000,146.1051,351.6944,867.0,28.9,false,-5619.0,-322.7944,0.0,0.0,0.0,0,3,0,0
generated_duration,7,151052,shadow,Shadow,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,6486,36000,146.1051,351.6944,946.0,26.2778,false,-5540.0,-325.4167,0.0,0.0,0.0,0,5,0,0
fixed_30s,7,151052,shadow,Shadow,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,6486,30000,146.1051,351.6944,756.0,25.2,false,-5730.0,-326.4944,0.0,0.0,0.0,0,4,0,0
generated_duration,7,151052,thief,Thief,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,6486,36000,146.1051,351.6944,1001.0,27.8056,false,-5485.0,-323.8889,0.0,0.0,0.0,0,6,0,0
fixed_30s,7,151052,thief,Thief,plague_court,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,6486,30000,146.1051,351.6944,930.0,31.0,false,-5556.0,-320.6944,0.0,0.0,0.0,0,5,0,0
generated_duration,7,151053,blade_dancer,Blade Dancer,plague_court,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,9374,59000,124.182,298.8475,1233.0,20.8983,false,-8141.0,-277.9492,0.0,0.0,0.0,0,14,0,0
fixed_30s,7,151053,blade_dancer,Blade Dancer,plague_court,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,9374,30000,124.182,298.8475,709.0,23.6333,false,-8665.0,-275.2141,0.0,0.0,0.0,0,7,0,0
generated_duration,7,151053,assassin,Assassin,plague_court,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,9374,59000,124.182,298.8475,1673.0,28.3559,false,-7701.0,-270.4915,0.0,0.0,0.0,0,7,0,0
fixed_30s,7,151053,assassin,Assassin,plague_court,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,9374,30000,124.182,298.8475,836.0,27.8667,false,-8538.0,-270.9808,0.0,0.0,0.0,0,3,0,0
generated_duration,7,151053,shadow,Shadow,plague_court,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,9374,59000,124.182,298.8475,1757.0,29.7797,false,-7617.0,-269.0678,0.0,0.0,0.0,0,8,0,0
fixed_30s,7,151053,shadow,Shadow,plague_court,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,9374,30000,124.182,298.8475,834.0,27.8,false,-8540.0,-271.0475,0.0,0.0,0.0,0,4,0,0
