contract_number,completed_contract_count,seed,template_id,node_depth,boss_variant_id,boss_variant_label,monster_name,hp,base_hp_before_contract_scaling,contract_hp_multiplier,contract_dps_multiplier,duration_sec,hp_budget_duration_sec,target_dps,required_dps,effective_hp,mitigation_multiplier,pressure_status,archetype_ids,mechanic_ids,defense_overrides,budget,total_cost,budget_delta,major_defense_count
10,9,181002,five_way_market,3,void_regent,Void Regent,Nullifying Monster,28274,10771,2.625,4.75,57.0,57.0,267.6735,997.0351,56831,2.01,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":15.0,""poison_resistance"":0.46,""suppress"":0.4}",400,3675,3275,0
10,9,181003,split_spill_rejoin,4,void_regent,Void Regent,Nullifying Enemy,23667,9016,2.625,4.75,46.0,46.0,281.0771,1047.0,48162,2.035,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":12.0,""poison_resistance"":0.49,""suppress"":0.47}",400,3096,2696,0
10,9,181004,hourglass_detour,4,plague_court,Plague Court,Hexed Monster,13626,5191,2.625,4.75,35.0,35.0,241.3159,781.7429,27361,2.008,over_band,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,"{""cleanse_threshold"":3.0,""poison_resistance"":0.22,""slow"":0.26,""suppress"":0.74}",400,1902,1502,1
10,9,181005,braided_sideboard,4,plague_court,Plague Court,Withering Enemy,21620,8236,2.625,4.75,48.0,48.0,301.1282,975.6042,46829,2.166,over_band,spiteful;hexed,cleanse_threshold;poison_resistance;suppress;slow,"{""cleanse_threshold"":3.0,""poison_resistance"":0.29,""slow"":0.28,""suppress"":0.84}",400,2916,2516,1
10,9,181006,hourglass_detour,4,chrono_tyrant,Chrono Tyrant,Arcane Threat,18863,7186,2.625,4.75,38.0,38.0,278.4726,916.6053,34831,1.8465,over_band,devious;arcane,slow;interrupt_skip_count;stun_duration_ms;cleanse_threshold,"{""cleanse_threshold"":3.0,""interrupt_skip_count"":3.0,""slow"":0.44,""stun_duration_ms"":721.0}",400,2607,2207,1
10,9,181007,five_way_market,3,plague_court,Plague Court,Withering Threat,14529,5535,2.625,4.75,37.0,37.0,240.7273,779.8649,28855,1.986,over_band,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,"{""cleanse_threshold"":3.0,""poison_resistance"":0.31,""slow"":0.19,""suppress"":0.67}",400,2008,1608,0
10,9,181008,woven_boss_approach,3,apex_bulwark,Apex Bulwark,Bulwark Sentinel,13403,5106,2.625,4.75,45.0,45.0,245.4236,922.7111,41522,3.098,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":11.0,""crit_negation"":0.73}",400,1855,1455,1
10,9,181009,hourglass_detour,4,plague_court,Plague Court,Withering Enemy,12618,4807,2.625,4.75,34.0,34.0,246.9605,800.1176,27204,2.156,over_band,spiteful;hexed,cleanse_threshold;poison_resistance;suppress;slow,"{""cleanse_threshold"":3.0,""poison_resistance"":0.31,""slow"":0.2,""suppress"":0.9}",400,1788,1388,1
10,9,181010,braided_sideboard,4,void_regent,Void Regent,Hollow Keeper,19677,7496,2.625,4.75,38.0,38.0,286.5036,1067.2105,40554,2.061,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":10.0,""poison_resistance"":0.58,""suppress"":0.43}",400,2594,2194,0
10,9,181011,hourglass_detour,4,chrono_tyrant,Chrono Tyrant,Devious Threat,25006,9526,2.625,4.75,59.0,59.0,246.3636,811.0,47849,1.9135,over_band,devious;arcane,stun_duration_ms;cleanse_threshold;slow;interrupt_skip_count,"{""cleanse_threshold"":4.0,""interrupt_skip_count"":3.0,""slow"":0.48,""stun_duration_ms"":759.0}",400,3375,2975,1
10,9,181012,five_way_market,3,chrono_tyrant,Chrono Tyrant,Arcane Threat,14658,5584,2.625,4.75,34.0,34.0,234.9739,773.4118,26296,1.794,over_band,devious;arcane,cleanse_threshold;interrupt_skip_count;stun_duration_ms;slow,"{""cleanse_threshold"":3.0,""interrupt_skip_count"":3.0,""slow"":0.43,""stun_duration_ms"":634.0}",400,2075,1675,1
10,9,181013,hourglass_detour,4,apex_bulwark,Apex Bulwark,Bulwark Guard,18861,7185,2.625,4.75,52.0,52.0,291.3624,1095.3846,56960,3.02,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":11.0,""crit_negation"":0.6}",400,2528,2128,0
10,9,181014,hourglass_detour,4,apex_bulwark,Apex Bulwark,Braced Sentinel,17149,6533,2.625,4.75,58.0,58.0,240.014,902.3966,52339,3.052,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":12.0,""crit_negation"":0.62}",400,2319,1919,0
10,9,181015,elite_orbit,4,void_regent,Void Regent,Nullifying Monster,18477,7039,2.625,4.75,36.0,36.0,280.1328,1043.4444,37564,2.033,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":14.0,""poison_resistance"":0.48,""suppress"":0.43}",400,2452,2052,0
10,9,181016,elite_orbit,4,chrono_tyrant,Chrono Tyrant,Devious Monster,15015,5720,2.625,4.75,31.0,31.0,278.7781,917.6129,28446,1.8945,over_band,devious;arcane,stun_duration_ms;interrupt_skip_count;cleanse_threshold;slow,"{""cleanse_threshold"":3.0,""interrupt_skip_count"":3.0,""slow"":0.42,""stun_duration_ms"":853.0}",400,2132,1732,2
10,9,181017,woven_boss_approach,3,void_regent,Void Regent,Warded Monster,16569,6312,2.625,4.75,36.0,36.0,243.7822,908.0833,32691,1.973,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":11.0,""poison_resistance"":0.46,""suppress"":0.45}",400,2203,1803,0
10,9,181018,hourglass_detour,4,void_regent,Void Regent,Nullifying Keeper,34416,13111,2.625,4.75,60.0,60.0,287.5013,1070.9167,64255,1.867,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":11.0,""poison_resistance"":0.41,""suppress"":0.37}",400,4425,4025,0
10,9,181019,braided_sideboard,4,void_regent,Void Regent,Dimming Vessel,20144,7674,2.625,4.75,37.0,37.0,293.0571,1091.5946,40389,2.005,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":15.0,""poison_resistance"":0.42,""suppress"":0.45}",400,2661,2261,0
10,9,181020,elite_orbit,4,plague_court,Plague Court,Bitter Threat,22145,8436,2.625,4.75,50.0,50.0,279.8209,906.62,45331,2.047,over_band,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,"{""cleanse_threshold"":3.0,""poison_resistance"":0.34,""slow"":0.24,""suppress"":0.65}",400,2965,2565,0
10,9,181021,split_spill_rejoin,4,plague_court,Plague Court,Spiteful Threat,14991,5711,2.625,4.75,35.0,35.0,269.4596,872.9143,30552,2.038,over_band,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,"{""cleanse_threshold"":4.0,""poison_resistance"":0.31,""slow"":0.18,""suppress"":0.74}",400,2065,1665,1
10,9,181022,elite_orbit,4,plague_court,Plague Court,Withering Monster,11379,4335,2.625,4.75,30.0,30.0,244.9057,793.5,23805,2.092,over_band,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,"{""cleanse_threshold"":3.0,""poison_resistance"":0.32,""slow"":0.18,""suppress"":0.82}",400,1625,1225,1
10,9,181023,hourglass_detour,4,plague_court,Plague Court,Hexed Monster,12038,4586,2.625,4.75,31.0,31.0,269.2267,872.1613,27037,2.246,over_band,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,"{""cleanse_threshold"":3.0,""poison_resistance"":0.31,""slow"":0.3,""suppress"":0.9}",400,1725,1325,1
10,9,181024,elite_orbit,4,void_regent,Void Regent,Hollow Enemy,25948,9885,2.625,4.75,50.0,50.0,286.5896,1067.5,53375,2.057,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":15.0,""poison_resistance"":0.57,""suppress"":0.31}",400,3384,2984,0
10,9,181025,woven_boss_approach,3,plague_court,Plague Court,Withering Hexbearer,19205,7316,2.625,4.75,49.0,49.0,265.7952,861.0816,42193,2.197,over_band,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,"{""cleanse_threshold"":4.0,""poison_resistance"":0.28,""slow"":0.25,""suppress"":0.92}",400,2611,2211,1
10,9,181026,braided_sideboard,4,apex_bulwark,Apex Bulwark,Fortified Guard,11230,4278,2.625,4.75,31.0,31.0,289.8453,1089.6774,33780,3.008,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":11.0,""crit_negation"":0.58}",400,1572,1172,0
10,9,181027,woven_boss_approach,3,chrono_tyrant,Chrono Tyrant,Devious Threat,21669,8255,2.625,4.75,49.0,49.0,268.8999,885.1224,43371,2.0015,over_band,devious;arcane,slow;cleanse_threshold;stun_duration_ms;interrupt_skip_count,"{""cleanse_threshold"":3.0,""interrupt_skip_count"":3.0,""slow"":0.51,""stun_duration_ms"":905.0}",400,2975,2575,2
10,9,181028,braided_sideboard,4,chrono_tyrant,Chrono Tyrant,Arcane Enemy,14115,5377,2.625,4.75,35.0,35.0,234.4083,771.6857,27009,1.9135,over_band,devious;arcane,cleanse_threshold;stun_duration_ms;slow;interrupt_skip_count,"{""cleanse_threshold"":4.0,""interrupt_skip_count"":3.0,""slow"":0.54,""stun_duration_ms"":651.0}",400,2012,1612,1
10,9,181029,five_way_market,3,apex_bulwark,Apex Bulwark,Shielded Monster,20034,7632,2.625,4.75,55.0,55.0,300.1576,1128.4545,62065,3.098,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":11.0,""crit_negation"":0.73}",400,2684,2284,1
10,9,181030,braided_sideboard,4,chrono_tyrant,Chrono Tyrant,Devious Enemy,24035,9156,2.625,4.75,48.0,48.0,291.5098,959.6458,46063,1.9165,over_band,devious;arcane,cleanse_threshold;interrupt_skip_count;stun_duration_ms;slow,"{""cleanse_threshold"":4.0,""interrupt_skip_count"":2.0,""slow"":0.37,""stun_duration_ms"":999.0}",400,3239,2839,1
10,9,181031,five_way_market,3,void_regent,Void Regent,Nullifying Keeper,29836,11366,2.625,4.75,58.0,58.0,271.9255,1012.8793,58747,1.969,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":14.0,""poison_resistance"":0.43,""suppress"":0.41}",400,3867,3467,0
10,9,181032,braided_sideboard,4,apex_bulwark,Apex Bulwark,Bulwark Gatekeeper,13621,5189,2.625,4.75,48.0,48.0,234.4581,881.3958,42307,3.106,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":12.0,""crit_negation"":0.71}",400,1885,1485,1
10,9,181033,elite_orbit,4,plague_court,Plague Court,Spiteful Monster,22145,8436,2.625,4.75,53.0,53.0,261.4275,846.9434,44888,2.027,over_band,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,"{""cleanse_threshold"":4.0,""poison_resistance"":0.21,""slow"":0.31,""suppress"":0.7}",400,2962,2562,1
10,9,181034,braided_sideboard,4,chrono_tyrant,Chrono Tyrant,Devious Threat,16015,6101,2.625,4.75,35.0,35.0,270.0069,888.8286,31109,1.9425,over_band,devious;arcane,slow;stun_duration_ms;cleanse_threshold;interrupt_skip_count,"{""cleanse_threshold"":4.0,""interrupt_skip_count"":3.0,""slow"":0.4,""stun_duration_ms"":961.0}",400,2256,1856,2
10,9,181035,woven_boss_approach,3,plague_court,Plague Court,Spiteful Bloom,16296,6208,2.625,4.75,45.0,45.0,258.6412,837.9778,37709,2.314,over_band,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,"{""cleanse_threshold"":4.0,""poison_resistance"":0.37,""slow"":0.28,""suppress"":0.92}",400,2254,1854,1
10,9,181036,split_spill_rejoin,4,void_regent,Void Regent,Warded Threat,18241,6949,2.625,4.75,38.0,38.0,271.2933,1010.4474,38397,2.105,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":14.0,""poison_resistance"":0.51,""suppress"":0.49}",400,2428,2028,0
10,9,181037,split_spill_rejoin,4,apex_bulwark,Apex Bulwark,Bulwark Enemy,11183,4260,2.625,4.75,34.0,34.0,264.5381,994.6176,33817,3.024,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":10.0,""crit_negation"":0.64}",400,1568,1168,0
10,9,181038,hourglass_detour,4,chrono_tyrant,Chrono Tyrant,Arcane Threat,14957,5698,2.625,4.75,34.0,34.0,262.7256,864.8529,29405,1.966,over_band,devious;arcane,stun_duration_ms;cleanse_threshold;interrupt_skip_count;slow,"{""cleanse_threshold"":4.0,""interrupt_skip_count"":2.0,""slow"":0.43,""stun_duration_ms"":990.0}",400,2110,1710,1
10,9,181039,woven_boss_approach,3,void_regent,Void Regent,Hollow Threat,25914,9872,2.625,4.75,52.0,52.0,269.1914,1002.6731,52139,2.012,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":12.0,""poison_resistance"":0.46,""suppress"":0.48}",400,3376,2976,0
10,9,181040,hourglass_detour,4,apex_bulwark,Apex Bulwark,Braced Threat,11429,4354,2.625,4.75,32.0,32.0,291.4924,1095.75,35064,3.068,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":14.0,""crit_negation"":0.58}",400,1606,1206,0
10,9,181041,woven_boss_approach,3,void_regent,Void Regent,Dimming Acolyte,21848,8323,2.625,4.75,49.0,49.0,234.1389,872.1429,42735,1.956,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":14.0,""poison_resistance"":0.41,""suppress"":0.42}",400,2868,2468,0
10,9,181042,five_way_market,3,chrono_tyrant,Chrono Tyrant,Arcane Enemy,17112,6519,2.625,4.75,37.0,37.0,249.5913,821.5946,30399,1.7765,over_band,devious;arcane,stun_duration_ms;cleanse_threshold;interrupt_skip_count;slow,"{""cleanse_threshold"":4.0,""interrupt_skip_count"":3.0,""slow"":0.4,""stun_duration_ms"":629.0}",400,2373,1973,1
10,9,181043,woven_boss_approach,3,void_regent,Void Regent,Warded Keeper,16666,6349,2.625,4.75,31.0,31.0,287.3698,1070.3871,33182,1.991,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":12.0,""poison_resistance"":0.46,""suppress"":0.45}",400,2218,1818,0
10,9,181044,five_way_market,3,apex_bulwark,Apex Bulwark,Braced Sentinel,12361,4709,2.625,4.75,36.0,36.0,282.2217,1060.9722,38195,3.09,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":16.0,""crit_negation"":0.55}",400,1725,1325,0
10,9,181045,elite_orbit,4,chrono_tyrant,Chrono Tyrant,Devious Enemy,15493,5902,2.625,4.75,36.0,36.0,256.6559,844.8056,30413,1.963,over_band,devious;arcane,interrupt_skip_count;stun_duration_ms;cleanse_threshold;slow,"{""cleanse_threshold"":3.0,""interrupt_skip_count"":3.0,""slow"":0.43,""stun_duration_ms"":972.0}",400,2200,1800,2
10,9,181046,braided_sideboard,4,apex_bulwark,Apex Bulwark,Braced Gatekeeper,16603,6325,2.625,4.75,57.0,57.0,239.096,898.8947,51237,3.086,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":11.0,""crit_negation"":0.71}",400,2254,1854,1
10,9,181047,elite_orbit,4,plague_court,Plague Court,Bitter Hexbearer,22748,8666,2.625,4.75,57.0,57.0,237.756,770.2456,43904,1.93,over_band,spiteful;hexed,cleanse_threshold;poison_resistance;suppress;slow,"{""cleanse_threshold"":4.0,""poison_resistance"":0.23,""slow"":0.18,""suppress"":0.7}",400,3027,2627,1
10,9,181048,five_way_market,3,void_regent,Void Regent,Warded Enemy,21685,8261,2.625,4.75,53.0,53.0,233.0789,868.2264,46016,2.122,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":12.0,""poison_resistance"":0.57,""suppress"":0.48}",400,2854,2454,0
10,9,181049,split_spill_rejoin,4,chrono_tyrant,Chrono Tyrant,Arcane Threat,15947,6075,2.625,4.75,37.0,37.0,252.3823,830.7568,30738,1.9275,over_band,devious;arcane,interrupt_skip_count;stun_duration_ms;cleanse_threshold;slow,"{""cleanse_threshold"":4.0,""interrupt_skip_count"":3.0,""slow"":0.39,""stun_duration_ms"":949.0}",400,2245,1845,2
10,9,181050,split_spill_rejoin,4,void_regent,Void Regent,Nullifying Acolyte,23825,9076,2.625,4.75,49.0,49.0,268.5014,1000.1633,49008,2.057,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":10.0,""poison_resistance"":0.59,""suppress"":0.41}",400,3111,2711,0
10,9,181051,woven_boss_approach,3,void_regent,Void Regent,Dimming Vessel,15705,5983,2.625,4.75,32.0,32.0,274.6099,1022.7813,32729,2.084,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":9.0,""poison_resistance"":0.6,""suppress"":0.46}",400,2097,1697,0
10,9,181052,hourglass_detour,4,apex_bulwark,Apex Bulwark,Braced Monster,19118,7283,2.625,4.75,57.0,57.0,263.7268,991.4561,56513,2.956,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":9.0,""crit_negation"":0.56}",400,2551,2151,0
10,9,181053,elite_orbit,4,apex_bulwark,Apex Bulwark,Bulwark Monster,16614,6329,2.625,4.75,46.0,46.0,290.8684,1093.6304,50307,3.028,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":9.0,""crit_negation"":0.68}",400,2247,1847,1
10,9,181054,hourglass_detour,4,plague_court,Plague Court,Withering Threat,13836,5271,2.625,4.75,37.0,37.0,244.4678,792.027,29305,2.118,over_band,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,"{""cleanse_threshold"":4.0,""poison_resistance"":0.26,""slow"":0.27,""suppress"":0.81}",400,1931,1531,1
10,9,181055,hourglass_detour,4,chrono_tyrant,Chrono Tyrant,Arcane Threat,24940,9501,2.625,4.75,45.0,45.0,302.1462,994.5556,44755,1.7945,over_band,devious;arcane,slow;cleanse_threshold;interrupt_skip_count;stun_duration_ms,"{""cleanse_threshold"":3.0,""interrupt_skip_count"":3.0,""slow"":0.42,""stun_duration_ms"":653.0}",400,3361,2961,1
10,9,181056,five_way_market,3,apex_bulwark,Apex Bulwark,Braced Guard,9770,3722,2.625,4.75,34.0,34.0,239.1155,898.8529,30561,3.128,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":14.0,""crit_negation"":0.68}",400,1406,1006,1
10,9,181057,split_spill_rejoin,4,apex_bulwark,Apex Bulwark,Braced Enemy,15558,5927,2.625,4.75,49.0,49.0,265.1825,996.9796,48852,3.14,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":11.0,""crit_negation"":0.8}",400,2131,1731,1
10,9,181058,elite_orbit,4,apex_bulwark,Apex Bulwark,Shielded Monster,10400,3962,2.625,4.75,30.0,30.0,288.0908,1083.0,32490,3.124,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":15.0,""crit_negation"":0.64}",400,1485,1085,0
10,9,181059,split_spill_rejoin,4,void_regent,Void Regent,Nullifying Acolyte,21743,8283,2.625,4.75,38.0,38.0,290.9531,1083.7105,41181,1.894,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":12.0,""poison_resistance"":0.44,""suppress"":0.34}",400,2844,2444,0
10,9,181060,five_way_market,3,void_regent,Void Regent,Warded Keeper,17771,6770,2.625,4.75,37.0,37.0,240.984,897.6757,33214,1.869,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":10.0,""poison_resistance"":0.43,""suppress"":0.37}",400,2342,1942,0
10,9,181061,split_spill_rejoin,4,void_regent,Void Regent,Hollow Acolyte,28292,10778,2.625,4.75,55.0,55.0,263.2075,980.4545,53925,1.906,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":11.0,""poison_resistance"":0.47,""suppress"":0.34}",400,3661,3261,0
10,9,181062,elite_orbit,4,chrono_tyrant,Chrono Tyrant,Arcane Threat,15829,6030,2.625,4.75,30.0,30.0,288.5109,949.7333,28492,1.8,over_band,devious;arcane,cleanse_threshold;slow;interrupt_skip_count;stun_duration_ms,"{""cleanse_threshold"":4.0,""interrupt_skip_count"":3.0,""slow"":0.37,""stun_duration_ms"":730.0}",400,2216,1816,1
10,9,181063,five_way_market,3,void_regent,Void Regent,Warded Acolyte,18813,7167,2.625,4.75,36.0,36.0,299.537,1115.7222,40166,2.135,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":14.0,""poison_resistance"":0.54,""suppress"":0.49}",400,2501,2101,0
10,9,181064,braided_sideboard,4,void_regent,Void Regent,Dimming Enemy,26405,10059,2.625,4.75,59.0,59.0,248.7138,926.4068,54658,2.07,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":12.0,""poison_resistance"":0.56,""suppress"":0.42}",400,3439,3039,0
10,9,181065,split_spill_rejoin,4,apex_bulwark,Apex Bulwark,Shielded Gatekeeper,16648,6342,2.625,4.75,49.0,49.0,277.4322,1043.0408,51109,3.07,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":9.0,""crit_negation"":0.75}",400,2257,1857,1
10,9,181066,elite_orbit,4,chrono_tyrant,Chrono Tyrant,Devious Threat,20089,7653,2.625,4.75,39.0,39.0,286.2042,942.1282,36743,1.829,over_band,devious;arcane,cleanse_threshold;slow;interrupt_skip_count;stun_duration_ms,"{""cleanse_threshold"":3.0,""interrupt_skip_count"":3.0,""slow"":0.45,""stun_duration_ms"":668.0}",400,2758,2358,1
10,9,181067,woven_boss_approach,3,chrono_tyrant,Chrono Tyrant,Arcane Threat,14165,5396,2.625,4.75,32.0,32.0,251.3876,827.5313,26481,1.8695,over_band,devious;arcane,cleanse_threshold;slow;interrupt_skip_count;stun_duration_ms,"{""cleanse_threshold"":4.0,""interrupt_skip_count"":2.0,""slow"":0.51,""stun_duration_ms"":653.0}",400,1998,1598,0
10,9,181068,hourglass_detour,4,void_regent,Void Regent,Warded Vessel,25100,9562,2.625,4.75,52.0,52.0,271.2146,1010.2692,52534,2.093,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":16.0,""poison_resistance"":0.49,""suppress"":0.45}",400,3287,2887,0
10,9,181069,woven_boss_approach,3,void_regent,Void Regent,Dimming Vessel,27426,10448,2.625,4.75,56.0,56.0,274.2784,1021.625,57211,2.086,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":12.0,""poison_resistance"":0.52,""suppress"":0.5}",400,3570,3170,0
10,9,181070,braided_sideboard,4,chrono_tyrant,Chrono Tyrant,Devious Enemy,21570,8217,2.625,4.75,46.0,46.0,278.1943,915.7826,42126,1.953,over_band,devious;arcane,cleanse_threshold;slow;stun_duration_ms;interrupt_skip_count,"{""cleanse_threshold"":3.0,""interrupt_skip_count"":3.0,""slow"":0.47,""stun_duration_ms"":880.0}",400,2957,2557,2
10,9,181071,split_spill_rejoin,4,apex_bulwark,Apex Bulwark,Shielded Threat,10618,4045,2.625,4.75,31.0,31.0,286.9748,1078.9355,33447,3.15,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":13.0,""crit_negation"":0.75}",400,1515,1115,1
10,9,181072,five_way_market,3,chrono_tyrant,Chrono Tyrant,Arcane Enemy,15635,5956,2.625,4.75,31.0,31.0,296.6369,976.4194,30269,1.936,over_band,devious;arcane,stun_duration_ms;interrupt_skip_count;slow;cleanse_threshold,"{""cleanse_threshold"":4.0,""interrupt_skip_count"":3.0,""slow"":0.51,""stun_duration_ms"":750.0}",400,2205,1805,1
10,9,181073,split_spill_rejoin,4,plague_court,Plague Court,Hexed Monster,22121,8427,2.625,4.75,50.0,50.0,280.0714,907.4,45370,2.051,over_band,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,"{""cleanse_threshold"":4.0,""poison_resistance"":0.2,""slow"":0.27,""suppress"":0.8}",400,2962,2562,1
10,9,181074,braided_sideboard,4,chrono_tyrant,Chrono Tyrant,Devious Monster,25061,9547,2.625,4.75,53.0,53.0,268.5591,884.0,46852,1.8695,over_band,devious;arcane,interrupt_skip_count;slow;stun_duration_ms;cleanse_threshold,"{""cleanse_threshold"":3.0,""interrupt_skip_count"":2.0,""slow"":0.49,""stun_duration_ms"":713.0}",400,3368,2968,0
10,9,181075,split_spill_rejoin,4,plague_court,Plague Court,Bitter Hexbearer,28807,10974,2.625,4.75,60.0,60.0,296.8295,961.6667,57700,2.003,over_band,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,"{""cleanse_threshold"":3.0,""poison_resistance"":0.32,""slow"":0.19,""suppress"":0.68}",400,3794,3394,1
10,9,181076,split_spill_rejoin,4,chrono_tyrant,Chrono Tyrant,Arcane Monster,14936,5690,2.625,4.75,35.0,35.0,257.4109,847.2857,29655,1.9855,over_band,devious;arcane,cleanse_threshold;interrupt_skip_count;stun_duration_ms;slow,"{""cleanse_threshold"":4.0,""interrupt_skip_count"":2.0,""slow"":0.58,""stun_duration_ms"":759.0}",400,2107,1707,1
10,9,181077,elite_orbit,4,apex_bulwark,Apex Bulwark,Shielded Sentinel,17771,6770,2.625,4.75,48.0,48.0,290.4996,1092.1667,52424,2.95,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":9.0,""crit_negation"":0.55}",400,2381,1981,0
10,9,181078,split_spill_rejoin,4,plague_court,Plague Court,Bitter Seer,14805,5640,2.625,4.75,30.0,30.0,292.2927,947.0333,28411,1.919,over_band,spiteful;hexed,cleanse_threshold;poison_resistance;suppress;slow,"{""cleanse_threshold"":4.0,""poison_resistance"":0.25,""slow"":0.2,""suppress"":0.63}",400,2032,1632,0
10,9,181079,braided_sideboard,4,apex_bulwark,Apex Bulwark,Braced Sentinel,15784,6013,2.625,4.75,49.0,49.0,262.5496,986.9796,48362,3.064,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":9.0,""crit_negation"":0.74}",400,2148,1748,1
10,9,181080,elite_orbit,4,plague_court,Plague Court,Spiteful Seer,15684,5975,2.625,4.75,34.0,34.0,294.5963,954.4118,32450,2.069,over_band,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,"{""cleanse_threshold"":4.0,""poison_resistance"":0.26,""slow"":0.27,""suppress"":0.74}",400,2157,1757,1
11,10,191001,split_spill_rejoin,4,void_regent,Void Regent,Nullifying Vessel,31560,10520,3.0,5.5,51.0,51.0,308.7665,1314.3725,67033,2.124,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":15.0,""poison_resistance"":0.56,""suppress"":0.42}",400,4093,3693,0
11,10,191002,hourglass_detour,4,chrono_tyrant,Chrono Tyrant,Arcane Enemy,31230,10410,3.0,5.5,57.0,57.0,293.3855,1103.7368,62913,2.0145,over_band,devious;arcane,slow;cleanse_threshold;stun_duration_ms;interrupt_skip_count,"{""cleanse_threshold"":4.0,""interrupt_skip_count"":3.0,""slow"":0.46,""stun_duration_ms"":997.0}",400,4165,3765,2
11,10,191003,hourglass_detour,4,apex_bulwark,Apex Bulwark,Fortified Guard,19116,6372,3.0,5.5,46.0,46.0,299.0546,1284.9348,59107,3.092,over_band,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":11.0,""crit_negation"":0.72}",400,2570,2170,1
11,10,191004,split_spill_rejoin,4,plague_court,Plague Court,Withering Hexbearer,33453,11151,3.0,5.5,55.0,55.0,332.9793,1232.8909,67809,2.027,over_band,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,"{""cleanse_threshold"":4.0,""poison_resistance"":0.24,""slow"":0.16,""suppress"":0.85}",400,4375,3975,1
11,10,191005,woven_boss_approach,3,void_regent,Void Regent,Nullifying Keeper,33837,11279,3.0,5.5,56.0,56.0,289.8398,1233.8393,69095,2.042,over_band,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":11.0,""poison_resistance"":0.55,""suppress"":0.42}",400,4365,3965,0
