contract_number,completed_contract_count,seed,template_id,node_id,node_type,node_depth,node_lane,monster_name,hp,base_hp_before_contract_scaling,contract_hp_multiplier,contract_dps_multiplier,duration_sec,hp_budget_duration_sec,target_dps,required_dps,effective_hp,mitigation_multiplier,pressure_status,raw_difficulty_id,scale_raw_difficulty_id,scale_monster_difficulty_id,scale_content_difficulty_id,depth_bonus,node_level_bonus,completed_contract_pressure_bonus,archetype_ids,mechanic_ids,defense_overrides,budget,total_cost,budget_delta,major_defense_count
8,7,161016,split_spill_rejoin,long_start,fight,1,3,Warded Monster,1936,998,1.94,2.547,16.0,22.0,67.5466,222.0625,3553,1.835,over_band,3,3,3,3,0,0,0,warded,poison_resistance;suppress;absorb,"{""absorb"":7.0,""poison_resistance"":0.45,""suppress"":0.37}",154,354,200,0
8,7,161017,elite_orbit,main,fight,1,0,Bulwark Gatekeeper,3108,1602,1.94,2.547,32.0,32.0,68.52,147.4375,4718,1.518,over_band,3,3,3,3,0,0,0,devious;aegis,block;interrupt_skip_count;cleanse_threshold;stun_duration_ms,"{""block"":9.0,""cleanse_threshold"":4.0,""interrupt_skip_count"":3.0,""stun_duration_ms"":472.0}",154,590,436,3
8,7,161017,elite_orbit,merge_a,fight,2,0,Warded Threat,1511,779,1.94,2.547,22.0,22.0,53.5253,116.2727,2558,1.693,over_band,3,3,3,3,0,0,0,warded;devious,poison_resistance;slow;cleanse_threshold,"{""cleanse_threshold"":4.0,""poison_resistance"":0.33,""slow"":0.35}",154,328,174,2
8,7,161017,elite_orbit,boss,boss,4,1,Nullifying Monster,13661,6281,2.175,3.73,58.0,58.0,132.8775,410.069,23784,1.741,over_band,4,4,4,4,0,1,0,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":8.0,""poison_resistance"":0.38,""suppress"":0.31}",302,1816,1514,0
8,7,161017,elite_orbit,elite_orbit,elite,2,1,Spiteful Bloom,3730,1715,2.175,3.184,23.0,23.0,132.853,345.7391,7952,2.132,over_band,4,4,4,3,0,1,0,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,"{""cleanse_threshold"":4.0,""poison_resistance"":0.32,""slow"":0.18,""suppress"":0.86}",245,666,421,2
8,7,161017,elite_orbit,merge_b,captain,3,2,Shielded Guard,1999,983,2.034,2.82,19.0,22.0,111.2727,305.3158,5801,2.902,over_band,4,4,4,3,1,0,0,armored;aegis,armor;block;crit_negation,"{""armor"":119.0,""block"":12.0,""crit_negation"":0.39}",204,405,201,1
8,7,161017,elite_orbit,captain,captain,1,1,Armored Monster,1552,763,2.034,2.82,22.0,22.0,72.5512,165.3636,3638,2.344,over_band,3,3,3,3,0,0,0,armored,armor,"{""armor"":112.0}",154,251,97,1
8,7,161017,elite_orbit,alternate,fight,1,2,Nullifying Vessel,2594,1337,1.94,2.547,19.0,22.0,65.9907,161.8947,3076,1.186,over_band,3,3,3,3,0,0,0,devious;nullify,absorb;cleanse_threshold,"{""absorb"":7.0,""cleanse_threshold"":5.0}",154,404,250,1
8,7,161018,hourglass_detour,safe,fight,1,0,Hexed Enemy,1890,974,1.94,2.547,11.0,22.0,60.4541,239.0,2629,1.391,over_band,3,3,3,3,0,0,0,hexed,suppress;cleanse_threshold,"{""cleanse_threshold"":4.0,""suppress"":0.49}",154,339,185,2
8,7,161018,hourglass_detour,pinch_point,captain,2,1,Withering Keeper,3049,1499,2.034,2.82,22.0,22.0,76.1666,174.3636,3836,1.258,over_band,3,3,3,3,0,0,0,spiteful;nullify,cleanse_threshold;absorb,"{""absorb"":11.0,""cleanse_threshold"":5.0}",154,474,320,2
8,7,161018,hourglass_detour,low_exit,fight,3,0,Hexed Threat,1793,924,1.94,2.547,12.0,22.0,81.6971,310.8333,3730,2.0805,over_band,4,4,4,3,1,0,0,hexed;arcane,suppress;cleanse_threshold;stun_duration_ms;interrupt_skip_count,"{""cleanse_threshold"":4.0,""interrupt_skip_count"":3.0,""stun_duration_ms"":1075.0,""suppress"":0.63}",204,487,283,4
8,7,161018,hourglass_detour,boss,boss,4,1,Devious Monster,12467,5732,2.175,3.73,55.0,55.0,143.7405,392.0364,21562,1.7295,over_band,4,4,4,4,0,1,0,devious;arcane,interrupt_skip_count;cleanse_threshold;stun_duration_ms;slow,"{""cleanse_threshold"":4.0,""interrupt_skip_count"":3.0,""slow"":0.38,""stun_duration_ms"":571.0}",302,1786,1484,2
8,7,161018,hourglass_detour,captain_exit,captain,3,1,Bulwark Guard,2199,1081,2.034,2.82,27.0,27.0,97.2098,230.3333,6219,2.828,over_band,4,4,4,3,1,0,0,armored;aegis,armor;block;crit_negation,"{""armor"":106.0,""block"":11.0,""crit_negation"":0.56}",204,436,232,2
8,7,161018,hourglass_detour,elite_exit,elite,3,2,Riftbound Gatekeeper,4270,1963,2.175,3.184,20.0,22.0,162.6157,522.85,10457,2.449,over_band,5,5,5,3,1,1,0,riftbound;aegis,block;armor;absorb;dodge_chance;slow,"{""absorb"":10.0,""armor"":61.0,""block"":9.0,""dodge_chance"":0.12,""slow"":0.21}",324,727,403,0
8,7,161018,hourglass_detour,captain,captain,1,1,Bulwark Guard,1646,809,2.034,2.82,11.0,22.0,71.9979,341.1818,3753,2.28,over_band,3,3,3,3,0,0,0,aegis;armored,block;armor,"{""armor"":90.0,""block"":10.0}",154,302,148,1
8,7,161018,hourglass_detour,weird,fight,1,2,Nimble Enemy,1560,804,1.94,2.547,11.0,22.0,61.8446,241.9091,2661,1.706,over_band,3,3,3,3,0,0,0,nimble,dodge_chance;crit_negation,"{""crit_negation"":0.78,""dodge_chance"":0.17}",154,304,150,1
8,7,161019,five_way_market,armor_path,fight,1,0,Nimble Monster,1513,780,1.94,2.547,21.0,22.0,59.7544,122.3333,2569,1.698,over_band,3,3,3,3,0,0,0,nimble,dodge_chance;crit_negation,"{""crit_negation"":0.79,""dodge_chance"":0.16}",154,297,143,1
8,7,161019,five_way_market,left_merge,captain,2,1,Resistant Enemy,2311,1136,2.034,2.82,21.0,22.0,77.8839,186.0,3906,1.69,over_band,3,3,3,3,0,0,0,resistant,poison_resistance,"{""poison_resistance"":0.69}",154,333,179,1
8,7,161019,five_way_market,boss,boss,3,2,Withering Hexbearer,11902,5472,2.175,3.73,50.0,50.0,162.5366,436.32,21816,1.833,over_band,4,4,4,4,0,1,0,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,"{""cleanse_threshold"":5.0,""poison_resistance"":0.19,""slow"":0.15,""suppress"":0.64}",302,1657,1355,1
8,7,161019,five_way_market,poison_path,fight,1,1,Resistant Threat,1680,866,1.94,2.547,14.0,22.0,68.2083,244.5714,3424,2.038,over_band,3,3,3,3,0,0,0,warded;resistant,poison_resistance;suppress;absorb,"{""absorb"":9.0,""poison_resistance"":0.61,""suppress"":0.38}",154,339,185,0
8,7,161019,five_way_market,evasion_path,captain,1,2,Bulwark Enemy,1831,900,2.034,2.82,21.0,22.0,68.5692,162.1429,3405,1.8595,over_band,3,3,3,3,0,0,0,aegis;devious,block;slow;cleanse_threshold;stun_duration_ms,"{""block"":12.0,""cleanse_threshold"":5.0,""slow"":0.35,""stun_duration_ms"":489.0}",154,419,265,4
8,7,161019,five_way_market,center_merge,fight,2,3,Nimble Monster,1597,823,1.94,2.547,22.0,22.0,64.24,125.5909,2763,1.73,over_band,3,3,3,3,0,0,0,nimble,dodge_chance;crit_negation,"{""crit_negation"":0.75,""dodge_chance"":0.2}",154,311,157,1
8,7,161019,five_way_market,warded_path,captain,1,3,Devious Enemy,3340,1642,2.034,2.82,28.0,28.0,72.1708,156.2143,4374,1.3095,over_band,3,3,3,3,0,0,0,resistant;devious,interrupt_skip_count;stun_duration_ms;cleanse_threshold,"{""cleanse_threshold"":4.0,""interrupt_skip_count"":3.0,""stun_duration_ms"":415.0}",154,581,427,2
8,7,161019,five_way_market,elite_prize,elite,1,4,Braced Sentinel,4224,1942,2.175,3.184,35.0,35.0,124.5046,376.0571,13162,3.116,over_band,4,4,4,3,0,1,0,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":11.0,""crit_negation"":0.76}",245,711,466,2
8,7,161020,split_spill_rejoin,safe_start,fight,1,0,Devious Threat,1814,935,1.94,2.547,23.0,23.0,57.5421,113.1739,2603,1.435,over_band,3,3,3,3,0,0,0,hexed;devious,cleanse_threshold;interrupt_skip_count;slow,"{""cleanse_threshold"":4.0,""interrupt_skip_count"":2.0,""slow"":0.39}",154,380,226,3
8,7,161020,split_spill_rejoin,shared_gate_a,captain,2,0,Dimming Keeper,2776,1365,2.034,2.82,12.0,22.0,74.3825,326.1667,3914,1.41,over_band,3,3,3,3,0,0,0,nullify,absorb;suppress,"{""absorb"":8.0,""suppress"":0.38}",154,433,279,0
8,7,161020,split_spill_rejoin,final_gate,captain,3,1,Resistant Monster,2805,1379,2.034,2.82,22.0,22.0,95.127,216.7727,4769,1.7,over_band,4,4,4,3,1,0,0,resistant,poison_resistance,"{""poison_resistance"":0.7}",204,396,192,0
8,7,161020,split_spill_rejoin,boss,boss,4,1,Braced Sentinel,6710,3085,2.175,3.73,50.0,50.0,131.5557,409.84,20492,3.054,over_band,4,4,4,4,0,1,0,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":10.0,""crit_negation"":0.69}",302,1013,711,2
8,7,161020,split_spill_rejoin,odd_matchup,fight,1,1,Nimble Monster,2000,1031,1.94,2.547,32.0,32.0,66.5578,137.375,4396,2.198,over_band,3,3,3,3,0,0,0,resistant;nimble,dodge_chance;crit_negation;poison_resistance,"{""crit_negation"":0.79,""dodge_chance"":0.16,""poison_resistance"":0.5}",154,392,238,1
8,7,161020,split_spill_rejoin,captain_start,captain,1,2,Hexed Enemy,2160,1062,2.034,2.82,20.0,22.0,68.7862,156.8,3136,1.452,over_band,3,3,3,3,0,0,0,hexed,cleanse_threshold;suppress,"{""cleanse_threshold"":5.0,""suppress"":0.56}",154,374,220,2
8,7,161020,split_spill_rejoin,recovery,fight,2,2,Warded Enemy,1979,1020,1.94,2.547,11.0,22.0,67.9377,324.7273,3572,1.805,over_band,3,3,3,3,0,0,0,warded,poison_resistance;suppress;absorb,"{""absorb"":6.0,""poison_resistance"":0.41,""suppress"":0.41}",154,357,203,1
8,7,161020,split_spill_rejoin,long_start,fight,1,3,Fortified Threat,1009,520,1.94,2.547,20.0,22.0,55.7537,145.2,2904,2.878,over_band,3,3,3,3,0,0,0,fortified,armor;crit_negation;block,"{""armor"":120.0,""block"":6.0,""crit_negation"":0.53}",154,275,121,2
8,7,161021,split_spill_rejoin,safe_start,fight,1,0,Hexed Monster,2844,1466,1.94,2.547,34.0,34.0,59.6652,117.9412,4010,1.41,over_band,3,3,3,3,0,0,0,hexed,cleanse_threshold;suppress,"{""cleanse_threshold"":5.0,""suppress"":0.5}",154,455,301,2
8,7,161021,split_spill_rejoin,shared_gate_a,captain,2,0,Armored Monster,991,487,2.034,2.82,11.0,22.0,61.2035,279.0909,3070,3.098,over_band,3,3,3,3,0,0,0,resistant;armored,armor;poison_resistance,"{""armor"":119.0,""poison_resistance"":0.67}",154,239,85,2
8,7,161021,split_spill_rejoin,final_gate,captain,3,1,Devious Monster,2569,1263,2.034,2.82,13.0,22.0,103.7091,359.9231,4679,1.8215,over_band,4,4,4,3,1,0,0,devious,stun_duration_ms;interrupt_skip_count;cleanse_threshold;slow,"{""cleanse_threshold"":4.0,""interrupt_skip_count"":3.0,""slow"":0.54,""stun_duration_ms"":467.0}",204,558,354,3
8,7,161021,split_spill_rejoin,boss,boss,4,1,Devious Monster,7343,3376,2.175,3.73,31.0,31.0,154.1822,420.5484,13037,1.7755,over_band,4,4,4,4,0,1,0,devious;arcane,interrupt_skip_count;cleanse_threshold;stun_duration_ms;slow,"{""cleanse_threshold"":4.0,""interrupt_skip_count"":3.0,""slow"":0.35,""stun_duration_ms"":717.0}",302,1153,851,3
8,7,161021,split_spill_rejoin,odd_matchup,fight,1,1,Armored Enemy,1527,787,1.94,2.547,21.0,22.0,68.3472,155.619,3268,2.14,over_band,3,3,3,3,0,0,0,armored,armor,"{""armor"":95.0}",154,241,87,1
8,7,161021,split_spill_rejoin,captain_start,captain,1,2,Arcane Threat,2776,1365,2.034,2.82,12.0,22.0,74.5446,311.3333,3736,1.346,over_band,3,3,3,3,0,0,0,arcane,interrupt_skip_count;stun_duration_ms,"{""interrupt_skip_count"":2.0,""stun_duration_ms"":620.0}",154,450,296,2
8,7,161021,split_spill_rejoin,recovery,fight,2,2,Shielded Guard,2035,1049,1.94,2.547,14.0,22.0,57.9542,213.6429,2991,1.47,over_band,3,3,3,3,0,0,0,aegis,block;crit_negation,"{""block"":10.0,""crit_negation"":0.45}",154,338,184,1
8,7,161021,split_spill_rejoin,long_start,fight,1,3,Arcane Threat,3100,1598,1.94,2.547,30.0,30.0,62.2974,135.3,4059,1.3095,over_band,3,3,3,3,0,0,0,arcane,stun_duration_ms;interrupt_skip_count,"{""interrupt_skip_count"":3.0,""stun_duration_ms"":511.0}",154,503,349,2
8,7,161022,split_spill_rejoin,safe_start,fight,1,0,Hexed Threat,2051,1057,1.94,2.547,22.0,22.0,66.1266,130.8182,2878,1.403,over_band,3,3,3,3,0,0,0,hexed,cleanse_threshold;suppress,"{""cleanse_threshold"":5.0,""suppress"":0.49}",154,354,200,2
8,7,161022,split_spill_rejoin,shared_gate_a,captain,2,0,Nimble Threat,1694,833,2.034,2.82,16.0,22.0,63.5551,179.125,2866,1.692,over_band,3,3,3,3,0,0,0,nimble,dodge_chance;crit_negation,"{""crit_negation"":0.78,""dodge_chance"":0.16}",154,319,165,1
8,7,161022,split_spill_rejoin,final_gate,captain,3,1,Dimming Monster,3360,1652,2.034,2.82,28.0,28.0,101.5393,237.1071,6639,1.976,over_band,4,4,4,3,1,0,0,resistant;nullify,absorb;suppress;poison_resistance,"{""absorb"":8.0,""poison_resistance"":0.65,""suppress"":0.26}",204,538,334,0
8,7,161022,split_spill_rejoin,boss,boss,4,1,Dimming Acolyte,7328,3369,2.175,3.73,35.0,35.0,131.1822,404.9143,14172,1.934,over_band,4,4,4,4,0,1,0,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":10.0,""poison_resistance"":0.46,""suppress"":0.42}",302,1043,741,0
8,7,161022,split_spill_rejoin,odd_matchup,fight,1,1,Armored Threat,1148,592,1.94,2.547,21.0,22.0,58.6566,133.381,2801,2.44,over_band,3,3,3,3,0,0,0,armored,armor,"{""armor"":120.0}",154,205,51,1
8,7,161022,split_spill_rejoin,captain_start,captain,1,2,Hollow Keeper,2435,1197,2.034,2.82,13.0,22.0,64.0336,253.0769,3290,1.351,over_band,3,3,3,3,0,0,0,nullify;resistant,absorb;suppress,"{""absorb"":9.0,""suppress"":0.27}",154,384,230,0
8,7,161022,split_spill_rejoin,recovery,fight,2,2,Fortified Enemy,1055,544,1.94,2.547,22.0,22.0,61.2955,139.0909,3060,2.9,over_band,3,3,3,3,0,0,0,armored;fortified,armor;block;crit_negation,"{""armor"":120.0,""block"":2.0,""crit_negation"":0.7}",154,284,130,2
8,7,161022,split_spill_rejoin,long_start,fight,1,3,Fortified Monster,1321,681,1.94,2.547,15.0,22.0,69.6256,221.9333,3329,2.52,over_band,3,3,3,3,0,0,0,fortified;hexed,armor;block,"{""armor"":120.0,""block"":4.0}",154,257,103,1
8,7,161023,elite_orbit,main,fight,1,0,Nimble Threat,2444,1260,1.94,2.547,32.0,32.0,67.524,131.9688,4223,1.728,over_band,3,3,3,3,0,0,0,nimble,dodge_chance;crit_negation,"{""crit_negation"":0.77,""dodge_chance"":0.19}",154,418,264,1
8,7,161023,elite_orbit,merge_a,fight,2,0,Resistant Threat,1763,909,1.94,2.547,21.0,22.0,56.4645,128.4286,2697,1.53,over_band,3,3,3,3,0,0,0,resistant,poison_resistance,"{""poison_resistance"":0.53}",154,256,102,0
8,7,161023,elite_orbit,boss,boss,4,1,Dimming Acolyte,7130,3278,2.175,3.73,30.0,30.0,154.2914,476.3,14289,2.004,over_band,4,4,4,4,0,1,0,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":14.0,""poison_resistance"":0.43,""suppress"":0.46}",302,1032,730,1
8,7,161023,elite_orbit,elite_orbit,elite,2,1,Nimble Threat,4217,1939,2.175,3.184,24.0,24.0,131.3164,328.9167,7894,1.872,over_band,4,4,4,3,0,1,0,nimble;devious,dodge_chance;cleanse_threshold;crit_negation;interrupt_skip_count,"{""cleanse_threshold"":4.0,""crit_negation"":0.8,""dodge_chance"":0.22,""interrupt_skip_count"":2.0}",245,751,506,3
8,7,161023,elite_orbit,merge_b,captain,3,2,Spiteful Bloom,3791,1864,2.034,2.82,28.0,28.0,102.8378,224.8929,6297,1.661,over_band,4,4,4,3,1,0,0,spiteful,cleanse_threshold;poison_resistance;suppress,"{""cleanse_threshold"":5.0,""poison_resistance"":0.23,""suppress"":0.53}",204,610,406,1
8,7,161023,elite_orbit,captain,captain,1,1,Armored Threat,1564,769,2.034,2.82,14.0,22.0,73.5717,263.2143,3685,2.356,over_band,3,3,3,3,0,0,0,armored,armor,"{""armor"":113.0}",154,254,100,1
8,7,161023,elite_orbit,alternate,fight,1,2,Hollow Threat,1587,818,1.94,2.547,11.0,22.0,54.8566,233.7273,2571,1.62,over_band,3,3,3,3,0,0,0,hexed;nullify,absorb;suppress;cleanse_threshold,"{""absorb"":7.0,""cleanse_threshold"":5.0,""suppress"":0.62}",154,347,193,2
8,7,161024,elite_orbit,main,fight,1,0,Hollow Vessel,2345,1209,1.94,2.547,16.0,22.0,66.8969,209.875,3358,1.432,over_band,3,3,3,3,0,0,0,nullify,absorb;suppress,"{""absorb"":10.0,""suppress"":0.36}",154,383,229,0
8,7,161024,elite_orbit,merge_a,fight,2,0,Shielded Gatekeeper,2320,1196,1.94,2.547,11.0,22.0,66.0693,310.0,3410,1.47,over_band,3,3,3,3,0,0,0,aegis,block;crit_negation,"{""block"":10.0,""crit_negation"":0.45}",154,374,220,1
8,7,161024,elite_orbit,boss,boss,4,1,Hollow Acolyte,16060,7384,2.175,3.73,59.0,59.0,166.1683,512.8305,30257,1.884,over_band,4,4,4,4,0,1,0,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":14.0,""poison_resistance"":0.38,""suppress"":0.36}",302,2139,1837,1
8,7,161024,elite_orbit,elite_orbit,elite,2,1,Spiteful Hexbearer,3521,1619,2.175,3.184,24.0,24.0,114.3766,297.6667,7144,2.029,over_band,4,4,4,3,0,1,0,spiteful;hexed,cleanse_threshold;suppress;poison_resistance;slow,"{""cleanse_threshold"":5.0,""poison_resistance"":0.19,""slow"":0.29,""suppress"":0.74}",245,629,384,1
8,7,161024,elite_orbit,merge_b,captain,3,2,Fortified Enemy,2797,1375,2.034,2.82,30.0,30.0,111.828,277.6333,8329,2.978,over_band,4,4,4,3,1,0,0,fortified,armor;block;crit_negation,"{""armor"":120.0,""block"":8.0,""crit_negation"":0.63}",204,513,309,2
8,7,161024,elite_orbit,captain,captain,1,1,Resistant Threat,1552,763,2.034,2.82,23.0,23.0,70.2661,167.3478,3849,2.48,over_band,3,3,3,3,0,0,0,resistant;fortified,armor;block,"{""armor"":120.0,""block"":2.0}",154,280,126,1
8,7,161024,elite_orbit,alternate,fight,1,2,Devious Threat,1608,829,1.94,2.547,11.0,22.0,54.658,213.7273,2351,1.462,over_band,3,3,3,3,0,0,0,devious,slow;cleanse_threshold,"{""cleanse_threshold"":4.0,""slow"":0.46}",154,308,154,2
8,7,161025,woven_boss_approach,entry_a,fight,1,0,Bitter Enemy,1544,796,1.94,2.547,22.0,22.0,58.181,123.8182,2724,1.764,over_band,3,3,3,3,0,0,0,spiteful;resistant,cleanse_threshold;suppress;poison_resistance,"{""cleanse_threshold"":4.0,""poison_resistance"":0.38,""suppress"":0.48}",154,339,185,2
8,7,161025,woven_boss_approach,prep_d,captain,2,0,Devious Enemy,1912,940,2.034,2.82,12.0,22.0,62.7991,262.4167,3149,1.647,over_band,3,3,3,3,0,0,0,devious;warded,poison_resistance;slow,"{""poison_resistance"":0.35,""slow"":0.33}",154,307,153,1
8,7,161025,woven_boss_approach,boss,boss,3,1,Spiteful Bloom,8000,3678,2.175,3.73,36.0,36.0,168.7914,453.1111,16312,2.039,over_band,4,4,4,4,0,1,0,spiteful;hexed,cleanse_threshold;suppress;slow;poison_resistance,"{""cleanse_threshold"":3.0,""poison_resistance"":0.33,""slow"":0.18,""suppress"":0.73}",302,1197,895,2
8,7,161025,woven_boss_approach,prep_e,fight,2,1,Hexed Enemy,1736,895,1.94,2.547,20.0,22.0,54.6837,118.9,2378,1.37,over_band,3,3,3,3,0,0,0,hexed,cleanse_threshold;suppress,"{""cleanse_threshold"":4.0,""suppress"":0.46}",154,318,164,2
8,7,161025,woven_boss_approach,entry_b,captain,1,1,Hexed Threat,1837,903,2.034,2.82,11.0,22.0,75.222,327.4545,3602,1.961,over_band,3,3,3,3,0,0,0,hexed;resistant,suppress;cleanse_threshold;poison_resistance,"{""cleanse_threshold"":5.0,""poison_resistance"":0.53,""suppress"":0.53}",154,383,229,2
8,7,161025,woven_boss_approach,prep_f,elite,2,2,Nimble Enemy,4950,2276,2.175,3.184,34.0,34.0,119.7392,300.0588,10202,2.061,over_band,4,4,4,3,0,1,0,nimble;devious,dodge_chance;crit_negation;stun_duration_ms;interrupt_skip_count,"{""crit_negation"":0.8,""dodge_chance"":0.19,""interrupt_skip_count"":2.0,""stun_duration_ms"":558.0}",245,832,587,2
8,7,161025,woven_boss_approach,entry_c,fight,1,2,Spiteful Hexbearer,1800,928,1.94,2.547,27.0,27.0,54.3001,113.1852,3056,1.698,over_band,3,3,3,3,0,0,0,spiteful,cleanse_threshold;poison_resistance;suppress,"{""cleanse_threshold"":5.0,""poison_resistance"":0.26,""suppress"":0.54}",154,364,210,2
8,7,161025,woven_boss_approach,prep_g,captain,2,3,Withering Monster,1245,612,2.034,2.82,16.0,22.0,74.3228,228.0625,3649,2.931,over_band,3,3,3,3,0,0,0,armored;spiteful,armor;cleanse_threshold;suppress;poison_resistance,"{""armor"":107.0,""cleanse_threshold"":4.0,""poison_resistance"":0.2,""suppress"":0.57}",154,366,212,3
8,7,161026,five_way_market,armor_path,fight,1,0,Shielded Sentinel,2863,1476,1.94,2.547,26.0,26.0,66.2579,155.5,4043,1.412,over_band,3,3,3,3,0,0,0,aegis,block;crit_negation,"{""block"":8.0,""crit_negation"":0.42}",154,434,280,1
8,7,161026,five_way_market,left_merge,captain,2,1,Armored Monster,1635,804,2.034,2.82,12.0,22.0,69.8163,291.5833,3499,2.14,over_band,3,3,3,3,0,0,0,armored,armor,"{""armor"":95.0}",154,254,100,1
8,7,161026,five_way_market,boss,boss,3,2,Braced Guard,7430,3416,2.175,3.73,49.0,49.0,152.7444,475.8163,23315,3.138,over_band,4,4,4,4,0,1,0,aegis;fortified,block;armor;crit_negation,"{""armor"":120.0,""block"":13.0,""crit_negation"":0.73}",302,1115,813,2
8,7,161026,five_way_market,poison_path,fight,1,1,Braced Guard,2289,1180,1.94,2.547,20.0,22.0,63.8583,164.8,3296,1.44,over_band,3,3,3,3,0,0,0,aegis,block;crit_negation,"{""block"":7.0,""crit_negation"":0.5}",154,365,211,1
8,7,161026,five_way_market,evasion_path,captain,1,2,Withering Hexbearer,3228,1587,2.034,2.82,31.0,31.0,72.2018,153.8065,4768,1.477,over_band,3,3,3,3,0,0,0,hexed;spiteful,cleanse_threshold;suppress,"{""cleanse_threshold"":3.0,""suppress"":0.63}",154,524,370,2
8,7,161026,five_way_market,center_merge,fight,2,3,Devious Enemy,2056,1060,1.94,2.547,27.0,27.0,54.9576,107.4444,2901,1.411,over_band,3,3,3,3,0,0,0,devious,interrupt_skip_count;slow;cleanse_threshold,"{""cleanse_threshold"":5.0,""interrupt_skip_count"":3.0,""slow"":0.33}",154,418,264,3
8,7,161026,five_way_market,warded_path,captain,1,3,Bitter Hexbearer,2567,1262,2.034,2.82,23.0,23.0,60.4568,138.3913,3183,1.24,over_band,3,3,3,3,0,0,0,spiteful;nullify,cleanse_threshold;absorb,"{""absorb"":10.0,""cleanse_threshold"":5.0}",154,411,257,1
8,7,161026,five_way_market,elite_prize,elite,1,4,Split Oracle,4248,1953,2.175,3.184,23.0,23.0,131.8544,370.6957,8526,2.007,over_band,4,4,4,3,0,1,0,riftbound;arcane,slow;stun_duration_ms;dodge_chance;interrupt_skip_count;absorb,"{""absorb"":8.0,""dodge_chance"":0.2,""interrupt_skip_count"":3.0,""slow"":0.2,""stun_duration_ms"":698.0}",245,773,528,2
8,7,161027,woven_boss_approach,entry_a,fight,1,0,Devious Monster,1688,870,1.94,2.547,14.0,22.0,65.279,200.7143,2810,1.6645,over_band,3,3,3,3,0,0,0,devious,interrupt_skip_count;slow;stun_duration_ms,"{""interrupt_skip_count"":2.0,""slow"":0.39,""stun_duration_ms"":555.0}",154,367,213,3
8,7,161027,woven_boss_approach,prep_d,captain,2,0,Arcane Monster,2012,989,2.034,2.82,27.0,27.0,62.6418,142.7778,3855,1.916,over_band,3,3,3,3,0,0,0,resistant;arcane,stun_duration_ms;interrupt_skip_count;poison_resistance,"{""interrupt_skip_count"":2.0,""poison_resistance"":0.53,""stun_duration_ms"":700.0}",154,396,242,2
8,7,161027,woven_boss_approach,boss,boss,3,1,Dimming Threat,7878,3622,2.175,3.73,31.0,31.0,152.3925,470.3871,14582,1.851,over_band,4,4,4,4,0,1,0,nullify;warded,absorb;poison_resistance;suppress,"{""absorb"":13.0,""poison_resistance"":0.4,""suppress"":0.31}",302,1110,808,0
8,7,161027,woven_boss_approach,prep_e,fight,2,1,Hexed Monster,1884,971,1.94,2.547,12.0,22.0,63.456,230.1667,2762,1.466,over_band,3,3,3,3,0,0,0,hexed,cleanse_threshold;suppress,"{""cleanse_threshold"":5.0,""suppress"":0.58}",154,341,187,2
8,7,161027,woven_boss_approach,entry_b,captain,1,1,Fortified Enemy,1422,699,2.034,2.82,31.0,31.0,66.0818,157.2581,4875,3.428,over_band,3,3,3,3,0,0,0,resistant;fortified,armor;crit_negation;block;poison_resistance,"{""armor"":120.0,""block"":5.0,""crit_negation"":0.63,""poison_resistance"":0.51}",154,380,226,2
8,7,161027,woven_boss_approach,prep_f,elite,2,2,Arcane Monster,3117,1433,2.175,3.184,23.0,23.0,124.9598,351.4783,8084,2.5935,over_band,4,4,4,3,0,1,0,riftbound;arcane,interrupt_skip_count;poison_resistance;stun_duration_ms;armor,"{""armor"":56.0,""interrupt_skip_count"":3.0,""poison_resistance"":0.32,""stun_duration_ms"":1095.0}",245,609,364,2
8,7,161027,woven_boss_approach,entry_c,fight,1,2,Arcane Threat,1249,644,1.94,2.547,23.0,23.0,53.6307,110.7391,2547,2.039,over_band,3,3,3,3,0,0,0,arcane;nimble,dodge_chance;crit_negation;stun_duration_ms;interrupt_skip_count,"{""crit_negation"":0.76,""dodge_chance"":0.2,""interrupt_skip_count"":2.0,""stun_duration_ms"":534.0}",154,366,212,3
8,7,161027,woven_boss_approach,prep_g,captain,2,3,Fortified Threat,1255,617,2.034,2.82,12.0,22.0,67.2925,293.9167,3527,2.81,over_band,3,3,3,3,0,0,0,fortified;resistant,armor;block;crit_negation,"{""armor"":120.0,""block"":2.0,""crit_negation"":0.55}",154,297,143,2
8,7,161028,braided_sideboard,low_road,fight,1,0,Devious Enemy,1690,871,1.94,2.547,18.0,22.0,62.9439,150.4444,2708,1.6025,over_band,3,3,3,3,0,0,0,devious,stun_duration_ms;slow;cleanse_threshold;interrupt_skip_count,"{""cleanse_threshold"":4.0,""interrupt_skip_count"":2.0,""slow"":0.27,""stun_duration_ms"":551.0}",154,410,256,3
